(15,5) (66, 92, 93, 255)
(16,5) (66, 92, 93, 255)
(0,6) (66, 92, 93, 255)
(1,6) (66, 92, 93, 255)
(2,6) (66, 92, 93, 255)
(3,6) (66, 92, 93, 255)
(4,6) (66, 92, 93, 255)
(5,6) (66, 92, 93, 255)
(6,6) (66, 92, 93, 255)
(7,6) (66, 92, 93, 255)
(8,6) (66, 92, 93, 255)
(9,6) (66, 92, 93, 255)
(10,6) (66, 92, 93, 255)
(11,6) (66, 92, 93, 255)
(12,6) (66, 92, 93, 255)
(13,6) (66, 92, 93, 255)
(14,6) (66, 92, 93, 255)
(15,6) (66, 92, 93, 255)
(16,6) (66, 92, 93, 255)
(0,7) (66, 92, 93, 255)
(1,7) (66, 92, 93, 255)
(2,7) (66, 92, 93, 255)
(3,7) (66, 92, 93, 255)
(4,7) (66, 92, 93, 255)
(5,7) (66, 92, 93, 255)
(6,7) (66, 92, 93, 255)
(7,7) (66, 92, 93, 255)
(8,7) (66, 92, 93, 255)
(9,7) (66, 92, 93, 255)
(10,7) (66, 92, 93, 255)
(11,7) (66, 92, 93, 255)
(12,7) (66, 92, 93, 255)
(13,7) (66, 92, 93, 255)
(14,7) (66, 92, 93, 255)
(15,7) (66, 92, 93, 255)
(16,7) (66, 92, 93, 255)
(0,8) (66, 92, 93, 255)
(1,8) (55, 146, 222, 255)
(2,8) (55, 146, 222, 255)
(3,8) (55, 146, 222, 255)
(4,8) (55, 146, 222, 255)
(5,8) (55, 146, 222, 255)
(6,8) (55, 146, 222, 255)
(7,8) (55, 146, 222, 255)
(8,8) (55, 146, 222, 255)
(9,8) (55, 146, 222, 255)
(10,8) (55, 146, 222, 255)
(11,8) (66, 92, 93, 255)
(12,8) (66, 92, 93, 255)
(13,8) (66, 92, 93, 255)
(14,8) (66, 92, 93, 255)
(15,8) (66, 92, 93, 255)
(16,8) (66, 92, 93, 255)
(0,9) (66, 92, 93, 255)
(1,9) (55, 146, 222, 255)
(2,9) (55, 146, 222, 255)
(3,9) (55, 146, 222, 255)
(4,9) (55, 146, 222, 255)
(5,9) (55, 146, 222, 255)
(6,9) (55, 146, 222, 255)
(7,9) (55, 146, 222, 255)
(8,9) (55, 146, 222, 255)
(9,9) (55, 146, 222, 255)
(10,9) (55, 146, 222, 255)
(11,9) (66, 92, 93, 255)
(12,9) (66, 92, 93, 255)
(13,9) (66, 92, 93, 255)
(14,9) (66, 92, 93, 255)
(15,9) (66, 92, 93, 255)
(16,9) (66, 92, 93, 255)
(0,10) (66, 92, 93, 255)
(1,10) (55, 146, 222, 255)
(2,10) (55, 146, 222, 255)
(3,10) (55, 146, 222, 255)
(4,10) (55, 146, 222, 255)
(5,10) (55, 146, 222, 255)
(6,10) (55, 146, 222, 255)
(7,10) (55, 146, 222, 255)
(8,10) (55, 146, 222, 255)
(9,10) (55, 146, 222, 255)
(10,10) (55, 146, 222, 255)
(11,10) (66, 92, 93, 255)
(12,10) (66, 92, 93, 255)
(13,10) (66, 92, 93, 255)
(14,10) (66, 92, 93, 255)
(15,10) (66, 92, 93, 255)
(16,10) (66, 92, 93, 255)
(0,11) (66, 92, 93, 255)
(1,11) (55, 146, 222, 255)
(2,11) (55, 146, 222, 255)
(3,11) (55, 146, 222, 255)
(4,11) (55, 146, 222, 255)
(5,11) (55, 146, 222, 255)
(6,11) (55, 146, 222, 255)
(7,11) (55, 146, 222, 255)
(8,11) (55, 146, 222, 255)
(9,11) (55, 146, 222, 255)
(10,11) (55, 146, 222, 255)
(11,11) (66, 92, 93, 255)
(12,11) (66, 92, 93, 255)
(13,11) (66, 92, 93, 255)
(14,11) (66, 92, 93, 255)
(15,11) (66, 92, 93, 255)
(16,11) (66, 92, 93, 255)
(0,12) (66, 92, 93, 255)
(1,12) (55, 146, 222, 255)
(2,12) (55, 146, 222, 255)
(3,12) (55, 146, 222, 255)
(4,12) (55, 146, 222, 255)
(5,12) (55, 146, 222, 255)
(6,12) (55, 146, 222, 255)
(7,12) (55, 146, 222, 255)
(8,12) (55, 146, 222, 255)
(9,12) (55, 146, 222, 255)
(10,12) (55, 146, 222, 255)
(11,12) (66, 92, 93, 255)
(12,12) (66, 92, 93, 255)
(13,12) (66, 92, 93, 255)
(14,12) (66, 92, 93, 255)
(15,12) (66, 92, 93, 255)
(16,12) (66, 92, 93, 255)
(0,13) (66, 92, 93, 255)
(1,13) (55, 146, 222, 255)
(2,13) (55, 146, 222, 255)
(3,13) (55, 146, 222, 255)
(4,13) (55, 146, 222, 255)
(5,13) (55, 146, 222, 255)
(6,13) (55, 146, 222, 255)
(7,13) (55, 146, 222, 255)
(8,13) (55, 146, 222, 255)
(9,13) (55, 146, 222, 255)
(10,13) (55, 146, 222, 255)
(11,13) (66, 92, 93, 255)
(12,13) (66, 92, 93, 255)
(13,13) (66, 92, 93, 255)
(14,13) (66, 92, 93, 255)
(15,13) (66, 92, 93, 255)
(16,13) (66, 92, 93, 255)
(0,14) (66, 92, 93, 255)
(1,14) (55, 146, 222, 255)
(2,14) (55, 146, 222, 255)
(3,14) (55, 146, 222, 255)
(4,14) (55, 146, 222, 255)
(5,14) (55, 146, 222, 255)
(6,14) (55, 146, 222, 255)
(7,14) (55, 146, 222, 255)
(8,14) (55, 146, 222, 255)
(9,14) (55, 146, 222, 255)
(10,14) (55, 146, 222, 255)
(11,14) (66, 92, 93, 255)
(12,14) (66, 92, 93, 255)
(13,14) (66, 92, 93, 255)
(14,14) (66, 92, 93, 255)
(15,14) (66, 92, 93, 255)
(16,14) (66, 92, 93, 255)
(0,15) (66, 92, 93, 255)
(1,15) (55, 146, 222, 255)
(2,15) (55, 146, 222, 255)
(3,15) (55, 146, 222, 255)
(4,15) (55, 146, 222, 255)
(5,15) (55, 146, 222, 255)
(6,15) (55, 146, 222, 255)
(7,15) (55, 146, 222, 255)
(8,15) (55, 146, 222, 255)
(9,15) (55, 146, 222, 255)
(10,15) (55, 146, 222, 255)
(11,15) (66, 92, 93, 255)
(12,15) (66, 92, 93, 255)
(13,15) (66, 92, 93, 255)
(14,15) (66, 92, 93, 255)
(15,15) (66, 92, 93, 255)
(16,15) (66, 92, 93, 255)
(0,16) (66, 92, 93, 255)
(1,16) (55, 146, 222, 255)
(2,16) (55, 146, 222, 255)
(3,16) (55, 146, 222, 255)
(4,16) (55, 146, 222, 255)
(5,16) (55, 146, 222, 255)
(6,16) (55, 146, 222, 255)
(7,16) (55, 146, 222, 255)
(8,16) (55, 146, 222, 255)
(9,16) (55, 146, 222, 255)
(10,16) (55, 146, 222, 255)
(11,16) (66, 92, 93, 255)
(12,16) (66, 92, 93, 255)
(13,16) (66, 92, 93, 255)
(14,16) (66, 92, 93, 255)
(15,16) (66, 92, 93, 255)
(16,16) (66, 92, 93, 255)
(0,17) (66, 92, 93, 255)
(1,17) (55, 146, 222, 255)
(2,17) (55, 146, 222, 255)
(3,17) (55, 146, 222, 255)
(4,17) (55, 146, 222, 255)
(5,17) (55, 146, 222, 255)
(6,17) (55, 146, 222, 255)
(7,17) (55, 146, 222, 255)
(8,17) (55, 146, 222, 255)
(9,17) (55, 146, 222, 255)
(10,17) (55, 146, 222, 255)
(11,17) (66, 92, 93, 255)
(12,17) (66, 92, 93, 255)
(13,17) (66, 92, 93, 255)
(14,17) (66, 92, 93, 255)
(15,17) (66, 92, 93, 255)
(16,17) (66, 92, 93, 255)
(0,18) (66, 92, 93, 255)
(1,18) (55, 146, 222, 255)
(2,18) (55, 146, 222, 255)
(3,18) (55, 146, 222, 255)
(4,18) (55, 146, 222, 255)
(5,18) (55, 146, 222, 255)
(6,18) (55, 146, 222, 255)
(7,18) (55, 146, 222, 255)
(8,18) (55, 146, 222, 255)
(9,18) (55, 146, 222, 255)
(10,18) (55, 146, 222, 255)
(11,18) (66, 92, 93, 255)
(12,18) (66, 92, 93, 255)
(13,18) (66, 92, 93, 255)
(14,18) (66, 92, 93, 255)
(15,18) (66, 92, 93, 255)
(16,18) (66, 92, 93, 255)
(0,19) (66, 92, 93, 255)
(1,19) (66, 92, 93, 255)
(2,19) (66, 92, 93, 255)
(3,19) (66, 92, 93, 255)
(4,19) (66, 92, 93, 255)
(5,19) (66, 92, 93, 255)
(6,19) (66, 92, 93, 255)
(7,19) (66, 92, 93, 255)
(8,19) (66, 92, 93, 255)
(9,19) (66, 92, 93, 255)
(10,19) (66, 92, 93, 255)
(11,19) (66, 92, 93, 255)
(12,19) (66, 92, 93, 255)
(13,19) (66, 92, 93, 255)
(14,19) (66, 92, 93, 255)
(15,19) (66, 92, 93, 255)
(16,19) (66, 92, 93, 255)
(0,20) (66, 92, 93, 255)
(1,20) (66, 92, 93, 255)
(2,20) (66, 92, 93, 255)
(3,20) (66, 92, 93, 255)
(4,20) (66, 92, 93, 255)
(5,20) (66, 92, 93, 255)
(6,20) (66, 92, 93, 255)
(7,20) (66, 92, 93, 255)
(8,20) (66, 92, 93, 255)
(9,20) (66, 92, 93, 255)
(10,20) (66, 92, 93, 255)
(11,20) (66, 92, 93, 255)
(12,20) (66, 92, 93, 255)
(13,20) (66, 92, 93, 255)
(14,20) (66, 92, 93, 255)
(15,20) (66, 92, 93, 255)
(16,20) (66, 92, 93, 255)
(0,21) (66, 92, 93, 255)
(1,21) (66, 92, 93, 255)
(2,21) (66, 92, 93, 255)
(3,21) (66, 92, 93, 255)
(4,21) (66, 92, 93, 255)
(5,21) (66, 92, 93, 255)
(6,21) (66, 92, 93, 255)
(7,21) (66, 92, 93, 255)
(8,21) (66, 92, 93, 255)
(9,21) (66, 92, 93, 255)
(10,21) (66, 92, 93, 255)
(11,21) (66, 92, 93, 255)
(12,21) (66, 92, 93, 255)
(13,21) (66, 92, 93, 255)
(14,21) (66, 92, 93, 255)
(15,21) (66, 92, 93, 255)
(16,21) (66, 92, 93, 255)
(0,22) (66, 92, 93, 255)
(1,22) (66, 92, 93, 255)
(2,22) (66, 92, 93, 255)
(3,22) (66, 92, 93, 255)
(4,22) (66, 92, 93, 255)
(5,22) (66, 92, 93, 255)
(6,22) (66, 92, 93, 255)
(7,22) (66, 92, 93, 255)
(8,22) (66, 92, 93, 255)
(9,22) (66, 92, 93, 255)
(10,22) (66, 92, 93, 255)
(11,22) (66, 92, 93, 255)
(12,22) (66, 92, 93, 255)
(13,22) (66, 92, 93, 255)
(14,22) (66, 92, 93, 255)
(15,22) (66, 92, 93, 255)
(16,22) (66, 92, 93, 255)
(0,23) (66, 92, 93, 255)
(1,23) (66, 92, 93, 255)
(2,23) (66, 92, 93, 255)
(3,23) (66, 92, 93, 255)
(4,23) (66, 92, 93, 255)
(5,23) (66, 92, 93, 255)
(6,23) (66, 92, 93, 255)
(7,23) (66, 92, 93, 255)
(8,23) (66, 92, 93, 255)
(9,23) (66, 92, 93, 255)
(10,23) (66, 92, 93, 255)
(11,23) (66, 92, 93, 255)
(12,23) (66, 92, 93, 255)
(13,23) (66, 92, 93, 255)
(14,23) (66, 92, 93, 255)
(15,23) (66, 92, 93, 255)
(16,23) (66, 92, 93, 255)
(0,24) (66, 92, 93, 255)
(1,24) (66, 92, 93, 255)
(2,24) (66, 92, 93, 255)
(3,24) (66, 92, 93, 255)
(4,24) (66, 92, 93, 255)
(5,24) (66, 92, 93, 255)
(6,24) (66, 92, 93, 255)
(7,24) (66, 92, 93, 255)
(8,24) (66, 92, 93, 255)
(9,24) (66, 92, 93, 255)
(10,24) (66, 92, 93, 255)
(11,24) (66, 92, 93, 255)
(12,24) (66, 92, 93, 255)
(13,24) (66, 92, 93, 255)
(14,24) (66, 92, 93, 255)
(15,24) (66, 92, 93, 255)
(16,24) (66, 92, 93, 255)
(0,25) (66, 92, 93, 255)
(1,25) (66, 92, 93, 255)
(2,25) (66, 92, 93, 255)
(3,25) (66, 92, 93, 255)
(4,25) (66, 92, 93, 255)
(5,25) (66, 92, 93, 255)
(6,25) (66, 92, 93, 255)
(7,25) (66, 92, 93, 255)
(8,25) (66, 92, 93, 255)
(9,25) (66, 92, 93, 255)
(10,25) (66, 92, 93, 255)
(11,25) (66, 92, 93, 255)
(12,25) (66, 92, 93, 255)
(13,25) (66, 92, 93, 255)
(14,25) (66, 92, 93, 255)
(15,25) (66, 92, 93, 255)
(16,25) (66, 92, 93, 255)
(0,26) (66, 92, 93, 255)
(1,26) (66, 92, 93, 255)
(2,26) (66, 92, 93, 255)
(3,26) (66, 92, 93, 255)
(4,26) (66, 92, 93, 255)
(5,26) (66, 92, 93, 255)
(6,26) (66, 92, 93, 255)
(7,26) (66, 92, 93, 255)
(8,26) (66, 92, 93, 255)
(9,26) (66, 92, 93, 255)
(10,26) (66, 92, 93, 255)
(11,26) (66, 92, 93, 255)
(12,26) (66, 92, 93, 255)
(13,26) (66, 92, 93, 255)
(14,26) (66, 92, 93, 255)
(15,26) (66, 92, 93, 255)
(16,26) (66, 92, 93, 255)
(0,27) (66, 92, 93, 255)
(1,27) (66, 92, 93, 255)
(2,27) (66, 92, 93, 255)
(3,27) (66, 92, 93, 255)
(4,27) (66, 92, 93, 255)
(5,27) (66, 92, 93, 255)
(6,27) (66, 92, 93, 255)
(7,27) (66, 92, 93, 255)
(8,27) (66, 92, 93, 255)
(9,27) (66, 92, 93, 255)
(10,27) (66, 92, 93, 255)
(11,27) (66, 92, 93, 255)
(12,27) (66, 92, 93, 255)
(13,27) (66, 92, 93, 255)
(14,27) (66, 92, 93, 255)
(15,27) (66, 92, 93, 255)
(16,27) (66, 92, 93, 255)
(0,28) (66, 92, 93, 255)
(1,28) (66, 92, 93, 255)
(2,28) (66, 92, 93, 255)
(3,28) (66, 92, 93, 255)
(4,28) (66, 92, 93, 255)
(5,28) (66, 92, 93, 255)
(6,28) (66, 92, 93, 255)
(7,28) (66, 92, 93, 255)
(8,28) (66, 92, 93, 255)
(9,28) (66, 92, 93, 255)
(10,28) (66, 92, 93, 255)
(11,28) (66, 92, 93, 255)
(12,28) (66, 92, 93, 255)
(13,28) (66, 92, 93, 255)
(14,28) (66, 92, 93, 255)
(15,28) (66, 92, 93, 255)
(16,28) (66, 92, 93, 255)
(0,29) (66, 92, 93, 255)
(1,29) (66, 92, 93, 255)
(2,29) (66, 92, 93, 255)
(3,29) (66, 92, 93, 255)
(4,29) (66, 92, 93, 255)
(5,29) (66, 92, 93, 255)
(6,29) (66, 92, 93, 255)
(7,29) (66, 92, 93, 255)
(8,29) (66, 92, 93, 255)
(9,29) (66, 92, 93, 255)
(10,29) (66, 92, 93, 255)
(11,29) (66, 92, 93, 255)
(12,29) (66, 92, 93, 255)
(13,29) (66, 92, 93, 255)
(14,29) (66, 92, 93, 255)
(15,29) (66, 92, 93, 255)
(16,29) (66, 92, 93, 255)
(0,30) (66, 92, 93, 255)
(1,30) (66, 92, 93, 255)
(2,30) (66, 92, 93, 255)
(3,30) (66, 92, 93, 255)
(4,30) (66, 92, 93, 255)
(5,30) (66, 92, 93, 255)
(6,30) (66, 92, 93, 255)
(7,30) (66, 92, 93, 255)
(8,30) (66, 92, 93, 255)
(9,30) (66, 92, 93, 255)
(10,30) (66, 92, 93, 255)
(11,30) (66, 92, 93, 255)
(12,30) (66, 92, 93, 255)
(13,30) (66, 92, 93, 255)
(14,30) (66, 92, 93, 255)
(15,30) (66, 92, 93, 255)
(16,30) (66, 92, 93, 255)
(0,31) (66, 92, 93, 255)
(1,31) (66, 92, 93, 255)
(2,31) (66, 92, 93, 255)
(3,31) (66, 92, 93, 255)
(4,31) (66, 92, 93, 255)
(5,31) (66, 92, 93, 255)
(6,31) (66, 92, 93, 255)
(7,31) (66, 92, 93, 255)
(8,31) (66, 92, 93, 255)
(9,31) (66, 92, 93, 255)
(10,31) (66, 92, 93, 255)
(11,31) (66, 92, 93, 255)
(12,31) (66, 92, 93, 255)
(13,31) (66, 92, 93, 255)
(14,31) (66, 92, 93, 255)
(15,31) (66, 92, 93, 255)
(16,31) (66, 92, 93, 255)
(0,32) (66, 92, 93, 255)
(1,32) (66, 92, 93, 255)
(2,32) (66, 92, 93, 255)
(3,32) (66, 92, 93, 255)
(4,32) (66, 92, 93, 255)
(5,32) (66, 92, 93, 255)
(6,32) (66, 92, 93, 255)
(7,32) (66, 92, 93, 255)
(8,32) (66, 92, 93, 255)
(9,32) (66, 92, 93, 255)
(10,32) (66, 92, 93, 255)
(11,32) (66, 92, 93, 255)
(12,32) (66, 92, 93, 255)
(13,32) (66, 92, 93, 255)
(14,32) (66, 92, 93, 255)
(15,32) (66, 92, 93, 255)
(16,32) (66, 92, 93, 255)
(0,33) (66, 92, 93, 255)
(1,33) (66, 92, 93, 255)
(2,33) (66, 92, 93, 255)
(3,33) (66, 92, 93, 255)
(4,33) (66, 92, 93, 255)
(5,33) (66, 92, 93, 255)
(6,33) (66, 92, 93, 255)
(7,33) (66, 92, 93, 255)
(8,33) (66, 92, 93, 255)
(9,33) (66, 92, 93, 255)
(10,33) (66, 92, 93, 255)
(11,33) (66, 92, 93, 255)
(12,33) (66, 92, 93, 255)
(13,33) (66, 92, 93, 255)
(14,33) (66, 92, 93, 255)
(15,33) (66, 92, 93, 255)
(16,33) (66, 92, 93, 255)
(0,34) (66, 92, 93, 255)
(1,34) (66, 92, 93, 255)
(2,34) (66, 92, 93, 255)
(3,34) (66, 92, 93, 255)
(4,34) (66, 92, 93, 255)
(5,34) (66, 92, 93, 255)
(6,34) (66, 92, 93, 255)
(7,34) (66, 92, 93, 255)
(8,34) (66, 92, 93, 255)
(9,34) (66, 92, 93, 255)
(10,34) (66, 92, 93, 255)
(11,34) (66, 92, 93, 255)
(12,34) (66, 92, 93, 255)
(13,34) (66, 92, 93, 255)
(14,34) (66, 92, 93, 255)
(15,34) (66, 92, 93, 255)
(16,34) (66, 92, 93, 255)
(0,35) (54, 152, 238, 255)
(1,35) (54, 152, 238, 255)
(2,35) (54, 152, 238, 255)
(3,35) (54, 152, 238, 255)
(4,35) (54, 152, 238, 255)
(5,35) (54, 152, 238, 255)
(6,35) (54, 152, 238, 255)
(7,35) (54, 152, 238, 255)
(8,35) (54, 152, 238, 255)
(9,35) (54, 152, 238, 255)
(10,35) (54, 152, 238, 255)
(11,35) (66, 92, 93, 255)
(12,35) (66, 92, 93, 255)
(13,35) (66, 92, 93, 255)
(14,35) (66, 92, 93, 255)
(15,35) (66, 92, 93, 255)
(16,35) (66, 92, 93, 255)
(0,36) (54, 152, 238, 255)
(1,36) (54, 152, 238, 255)
(2,36) (54, 152, 238, 255)
(3,36) (54, 152, 238, 255)
(4,36) (54, 152, 238, 255)
(5,36) (54, 152, 238, 255)
(6,36) (54, 152, 238, 255)
(7,36) (54, 152, 238, 255)
(8,36) (54, 152, 238, 255)
(9,36) (54, 152, 238, 255)
(10,36) (54, 152, 238, 255)
(11,36) (66, 92, 93, 255)
(12,36) (66, 92, 93, 255)
(13,36) (66, 92, 93, 255)
(14,36) (66, 92, 93, 255)
(15,36) (66, 92, 93, 255)
(16,36) (66, 92, 93, 255)
(0,37) (54, 152, 238, 255)
(1,37) (54, 152, 238, 255)
(2,37) (54, 152, 238, 255)
(3,37) (54, 152, 238, 255)
(4,37) (54, 152, 238, 255)
(5,37) (54, 152, 238, 255)
(6,37) (54, 152, 238, 255)
(7,37) (54, 152, 238, 255)
(8,37) (54, 152, 238, 255)
(9,37) (54, 152, 238, 255)
(10,37) (54, 152, 238, 255)
(11,37) (66, 92, 93, 255)
(12,37) (66, 92, 93, 255)
(13,37) (66, 92, 93, 255)
(14,37) (66, 92, 93, 255)
(15,37) (66, 92, 93, 255)
(16,37) (66, 92, 93, 255)
(0,38) (54, 152, 238, 255)
(1,38) (54, 152, 238, 255)
(2,38) (54, 152, 238, 255)
(3,38) (54, 152, 238, 255)
(4,38) (54, 152, 238, 255)
(5,38) (54, 152, 238, 255)
(6,38) (54, 152, 238, 255)
(7,38) (54, 152, 238, 255)
(8,38) (54, 152, 238, 255)
(9,38) (54, 152, 238, 255)
(10,38) (54, 152, 238, 255)
(11,38) (66, 92, 93, 255)
(12,38) (66, 92, 93, 255)
(13,38) (66, 92, 93, 255)
(14,38) (66, 92, 93, 255)
(15,38) (66, 92, 93, 255)
(16,38) (66, 92, 93, 255)
(0,39) (54, 152, 238, 255)
(1,39) (54, 152, 238, 255)
(2,39) (57, 154, 238, 255)
(3,39) (57, 154, 238, 255)
(4,39) (54, 153, 238, 255)
(5,39) (54, 152, 238, 255)
(6,39) (54, 152, 238, 255)
(7,39) (54, 152, 238, 255)
(8,39) (54, 152, 238, 255)
(9,39) (54, 152, 238, 255)
(10,39) (54, 152, 238, 255)
(11,39) (66, 92, 93, 255)
(12,39) (66, 92, 93, 255)
(13,39) (66, 92, 93, 255)
(14,39) (66, 92, 93, 255)
(15,39) (66, 92, 93, 255)
(16,39) (66, 92, 93, 255)
(0,40) (54, 156, 239, 255)
(1,40) (54, 156, 239, 255)
(2,40) (103, 178, 242, 255)
(3,40) (104, 178, 242, 255)
(4,40) (85, 168, 241, 255)
(5,40) (54, 152, 238, 255)
(6,40) (54, 152, 238, 255)
(7,40) (54, 152, 238, 255)
(8,40) (54, 152, 238, 255)
(9,40) (54, 152, 238, 255)
(10,40) (54, 152, 238, 255)
(11,40) (66, 92, 93, 255)
(12,40) (66, 92, 93, 255)
(13,40) (66, 92, 93, 255)
(14,40) (66, 92, 93, 255)
(15,40) (66, 92, 93, 255)
(16,40) (66, 92, 93, 255)
(0,41) (54, 167, 241, 255)
(1,41) (54, 167, 241, 255)
(2,41) (62, 171, 241, 255)
(3,41) (62, 171, 241, 255)
(4,41) (101, 177, 242, 255)
(5,41) (54, 152, 238, 255)
(6,41) (54, 152, 238, 255)
(7,41) (54, 152, 238, 255)
(8,41) (54, 152, 238, 255)
(9,41) (54, 152, 238, 255)
(10,41) (54, 152, 238, 255)
(11,41) (66, 92, 93, 255)
(12,41) (66, 92, 93, 255)
(13,41) (66, 92, 93, 255)
(14,41) (66, 92, 93, 255)
(15,41) (66, 92, 93, 255)
(16,41) (66, 92, 93, 255)
(0,42) (54, 167, 241, 255)
(1,42) (54, 167, 241, 255)
(2,42) (54, 167, 241, 255)
(3,42) (54, 167, 241, 255)
(4,42) (103, 178, 242, 255)
(5,42) (54, 152, 238, 255)
(6,42) (54, 152, 238, 255)
(7,42) (54, 152, 238, 255)
(8,42) (54, 152, 238, 255)
(9,42) (54, 152, 238, 255)
(10,42) (54, 152, 238, 255)
(11,42) (66, 92, 93, 255)
(12,42) (66, 92, 93, 255)
(13,42) (66, 92, 93, 255)
(14,42) (66, 92, 93, 255)
(15,42) (66, 92, 93, 255)
(16,42) (66, 92, 93, 255)
(0,43) (54, 167, 241, 255)
(1,43) (54, 167, 241, 255)
(2,43) (54, 167, 241, 255)
(3,43) (54, 167, 241, 255)
(4,43) (103, 178, 242, 255)
(5,43) (54, 152, 238, 255)
(6,43) (54, 152, 238, 255)
(7,43) (54, 152, 238, 255)
(8,43) (54, 152, 238, 255)
(9,43) (54, 152, 238, 255)
(10,43) (54, 152, 238, 255)
(11,43) (66, 92, 93, 255)
(12,43) (66, 92, 93, 255)
(13,43) (66, 92, 93, 255)
(14,43) (66, 92, 93, 255)
(15,43) (66, 92, 93, 255)
(16,43) (66, 92, 93, 255)
